id,DayofWeek,CRSDepTime,UniqueCarrier,FlightNum,Origin,Dest,ArrDelay
266,5,2002,UA,964.0,RIC,IAD,1
267,5,2005,UA,921.0,LGA,IAD,8
268,5,2010,AA,800.0,ORD,IAD,-10
269,5,2014,TW,664.0,STL,IAD,-10
270,5,2015,UA,1405.0,IAD,MDW,20
271,5,2015,TW,549.0,IAD,STL,1
272,5,2020,UA,1572.0,IAD,BUF,-8
273,5,2025,UA,918.0,IAD,LGA,-12
274,5,2028,UA,1476.0,IAD,BDL,-11
275,5,2030,UA,1404.0,IAD,ROC,-6
276,5,2030,UA,800.0,JFK,IAD,0
277,5,2032,UA,559.0,IAD,CLE,10
278,5,2040,CO,1184.0,IAD,ISP,-24
279,5,2040,CO,184.0,IAD,BOS,-28
280,5,2045,CO,480.0,IAD,DTW,24
281,5,2052,UA,1263.0,IAD,DTW,0
282,5,2053,UA,562.0,IAD,EWR,-7
283,5,2100,UA,1066.0,IAD,BOS,-6
284,5,2110,DL,1816.0,IAD,JFK,1
285,5,2130,EA,932.0,IAD,CLE,43
286,5,2135,UA,59.0,IAD,SFO,12
287,5,2135,US,597.0,PIT,IAD,-9
288,5,2137,UA,1559.0,IAD,GSO,-9
289,5,2140,UA,1027.0,IAD,CAE,7
290,5,2140,CO,896.0,LAX,IAD,-16
291,5,2200,UA,1073.0,BUF,IAD,-14
292,5,2205,UA,1059.0,ROC,IAD,-13
293,6,600,UA,899.0,ORD,IAD,2
294,6,615,DL,357.0,IAD,ATL,3
295,6,625,CO,581.0,IAD,DEN,31
296,6,630,UA,902.0,CLE,IAD,-3
297,6,635,EA,931.0,CLE,IAD,-5
298,6,635,UA,563.0,EWR,IAD,-4
299,6,636,UA,951.0,IAD,RIC,1
300,6,645,UA,1095.0,DTW,IAD,-5
301,6,645,UA,1021.0,BOS,IAD,-8
302,6,645,UA,1400.0,MDW,IAD,4
303,6,647,UA,901.0,LGA,IAD,-9
304,6,650,UA,1536.0,CAE,IAD,-5
305,6,650,CO,151.0,DTW,IAD,-8
306,6,650,CO,264.0,BOS,IAD,22
307,6,655,UA,1470.0,GSO,IAD,-12
308,6,655,UA,900.0,IAD,LGA,-15
309,6,700,EA,509.0,IAD,ATL,8
310,6,705,NW,707.0,IAD,MSP,14
311,6,705,UA,1298.0,TPA,IAD,-5
312,6,705,UA,1144.0,FLL,IAD,-9
313,6,705,UA,1280.0,RSW,IAD,-20
314,6,707,AA,985.0,IAD,ORD,9
315,6,710,UA,1465.0,BUF,IAD,-8
316,6,710,CO,152.0,FLL,IAD,-8
317,6,720,NW,79.0,DCA,IAD,-17
318,6,720,UA,1579.0,ROC,IAD,1
319,6,720,NW,769.0,IAD,DTW,0
320,6,720,UA,1401.0,MCO,IAD,-14
321,6,725,UA,1286.0,JAX,IAD,-16
322,6,725,CO,206.0,PBI,IAD,-2
323,6,730,UA,342.0,DEN,IAD,6
324,6,730,CO,1258.0,IAD,BOS,-31
325,6,735,CO,180.0,TPA,IAD,-19
326,6,735,CO,162.0,MCO,IAD,-4
327,6,800,DL,1815.0,IAD,SLC,8
328,6,800,CO,1094.0,IAH,IAD,-13
329,6,800,US,591.0,IAD,PIT,-1
330,6,800,UA,879.0,IAD,ORD,9
331,6,800,UA,1062.0,IAD,BOS,-18
332,6,800,CO,158.0,JAX,IAD,-7
333,6,805,CO,584.0,DEN,IAD,-8
334,6,810,EA,931.0,IAD,SJU,-3
335,6,810,UA,1581.0,IAD,CLE,-1
336,6,810,UA,904.0,CHS,IAD,-7
337,6,812,AA,671.0,IAD,DFW,6
338,6,814,UA,746.0,ORD,IAD,6
339,6,815,UA,50.0,SFO,IAD,5
340,6,815,UA,902.0,IAD,LGA,-6
341,6,820,UA,51.0,IAD,LAX,23
342,6,820,NW,79.0,IAD,SEA,9
343,6,823,AA,272.0,DFW,IAD,9
344,6,825,TW,862.0,SFO,IAD,-10
345,6,825,CO,699.0,EWR,IAD,-5
346,6,830,UA,52.0,LAX,IAD,-8
347,6,830,UA,1428.0,RDU,IAD,-8
348,6,830,UA,1536.0,IAD,EWR,-14
349,6,835,US,141.0,PIT,IAD,8
350,6,840,TW,630.0,STL,IAD,-7
351,6,845,AA,76.0,LAX,IAD,-7
352,6,850,TW,890.0,LAX,IAD,19
353,6,858,UA,1095.0,IAD,FLL,30
354,6,900,CO,264.0,IAD,JAX,25
355,6,900,CO,271.0,IAD,MCO,1
356,6,900,UA,21.0,IAD,SFO,31
357,6,900,AA,77.0,IAD,LAX,10
358,6,900,UA,1579.0,IAD,MIA,35
359,6,902,UA,1465.0,IAD,MSY,16
360,6,905,UA,801.0,IAD,JFK,-11
361,6,905,CO,151.0,IAD,PBI,23
362,6,905,CO,160.0,IAD,TPA,29
363,6,906,UA,1021.0,IAD,TPA,17
364,6,908,UA,773.0,IAD,MCO,24
365,6,910,CO,1605.0,IAD,DEN,51
366,6,915,TW,601.0,IAD,STL,2
367,6,915,UA,343.0,IAD,DEN,6
368,6,920,UA,1237.0,IAD,JAX,28
369,6,929,DL,1810.0,SLC,IAD,1
370,6,930,UA,905.0,LGA,IAD,-4
371,6,940,AA,439.0,IAD,ORD,14
372,6,940,CO,1257.0,BOS,IAD,4
373,6,948,AA,290.0,ORD,IAD,1
374,6,1000,US,141.0,IAD,PHF,-7
375,6,1000,DL,1819.0,JFK,IAD,-3
376,6,1000,NW,899.0,IAD,MEM,17
377,6,1000,UA,1401.0,IAD,BOS,-15
378,6,1000,UA,1023.0,BOS,IAD,8
379,6,1001,UA,1132.0,IAD,DTW,-13
380,6,1002,UA,1428.0,IAD,BDL,-16
381,6,1010,UA,1553.0,EWR,IAD,-1
382,6,1010,UA,1400.0,IAD,EWR,-7
383,6,1010,UA,1423.0,BDL,IAD,195
384,6,1015,UA,1577.0,CLE,IAD,-8
385,6,1015,UA,1144.0,IAD,ROC,-4
386,6,1020,UA,1280.0,IAD,BUF,-7
387,6,1020,DL,330.0,ATL,IAD,-10
388,6,1020,CO,483.0,IAD,MIA,14
389,6,1022,UA,903.0,IAD,CLE,-8
390,6,1025,CO,158.0,IAD,DTW,-4
391,6,1025,CO,206.0,IAD,BOS,-23
392,6,1030,CO,162.0,IAD,ISP,21
393,6,1046,UA,270.0,DEN,IAD,-2
394,6,1120,US,155.0,PHF,IAD,-4
395,6,1120,UA,705.0,IAD,ORD,2
396,6,1120,UA,906.0,IAD,LGA,-10
397,6,1120,UA,1402.0,MSY,IAD,-18
398,6,1130,CO,700.0,IAD,EWR,-17
399,6,1130,UA,1140.0,RSW,IAD,-23
400,6,1140,DL,1819.0,IAD,SLC,-2
401,6,1159,UA,1555.0,BOS,IAD,7
402,6,1200,UA,1553.0,IAD,GSO,-11
403,6,1200,UA,1267.0,BDL,IAD,29
404,6,1200,NW,258.0,DTW,IAD,-9
405,6,1200,CO,251.0,IAD,BOS,-32
406,6,1200,CO,1621.0,IAD,DEN,42
407,6,1202,UA,1577.0,IAD,MCO,3
408,6,1204,UA,1023.0,IAD,RDU,6
409,6,1205,CO,200.0,PBI,IAD,21
410,6,1206,UA,1423.0,IAD,ORF,-1
411,6,1210,UA,1571.0,CLE,IAD,-4
412,6,1210,UA,1291.0,DTW,IAD,-8
413,6,1210,EA,652.0,ATL,IAD,26
414,6,1215,UA,1427.0,EWR,IAD,-2
415,6,1215,UA,1294.0,FLL,IAD,16
416,6,1215,CO,164.0,FLL,IAD,56
417,6,1218,UA,1450.0,MIA,IAD,16
418,6,1220,UA,1043.0,BUF,IAD,-8
419,6,1220,UA,1619.0,ROC,IAD,-3
420,6,1220,UA,54.0,LAX,IAD,-11
421,6,1230,US,155.0,IAD,PIT,0
422,6,1230,UA,909.0,LGA,IAD,10
423,6,1230,TW,195.0,IAD,STL,0
424,6,1230,CO,1099.0,IAD,IAH,22
425,6,1230,UA,1064.0,MCO,IAD,-11
426,6,1230,CO,172.0,TPA,IAD,-7
427,6,1235,AA,272.0,IAD,BDL,-3
428,6,1240,CO,157.0,BOS,IAD,3
429,6,1240,DL,539.0,IAD,ATL,4
430,6,1240,CO,191.0,JAX,IAD,-24
431,6,1240,CO,182.0,MCO,IAD,-5
432,6,1240,NW,78.0,SEA,IAD,19
433,6,1245,UA,1184.0,JAX,IAD,0
434,6,1250,NW,872.0,MEM,IAD,11
435,6,1250,UA,20.0,SFO,IAD,100
436,6,1255,CO,192.0,ISP,IAD,-7
437,6,1255,CO,177.0,DTW,IAD,-9
438,6,1311,AA,131.0,IAD,DFW,11
439,6,1320,US,340.0,PIT,IAD,6
440,6,1320,UA,1403.0,CHS,IAD,2
441,6,1320,NW,1052.0,MSP,IAD,-5
442,6,1325,CO,1092.0,IAH,IAD,-13
443,6,1325,CO,586.0,DEN,IAD,0
444,6,1325,AA,36.0,LAX,IAD,-7
445,6,1330,CO,476.0,MIA,IAD,20
446,6,1340,UA,1554.0,GSO,IAD,-11
447,6,1341,AA,567.0,BDL,IAD,1
448,6,1350,NW,819.0,IAD,MEM,6
449,6,1355,UA,1571.0,IAD,CAE,3
450,6,1356,UA,1267.0,IAD,MIA,27
451,6,1358,UA,1043.0,IAD,MSY,22
452,6,1400,UA,1619.0,IAD,RSW,4
453,6,1402,UA,1291.0,IAD,FLL,15
454,6,1406,UA,1427.0,IAD,TPA,7
455,6,1406,UA,146.0,ORD,IAD,1
456,6,1410,UA,1555.0,IAD,GSO,-4
457,6,1410,CO,252.0,BOS,IAD,-1
458,6,1415,UA,345.0,IAD,DEN,4
459,6,1415,UA,909.0,IAD,MCO,2
460,6,1436,AA,338.0,DFW,IAD,-13
461,6,1443,UA,1451.0,IAD,JAX,38
462,6,1450,UA,1068.0,MCO,IAD,0
463,6,1450,CO,157.0,IAD,MCO,-3
464,6,1450,CO,192.0,IAD,TPA,1
465,6,1450,CO,267.0,IAD,PBI,22
466,6,1454,DL,1816.0,SLC,IAD,23
467,6,1455,CO,177.0,IAD,JAX,9
468,6,1500,EA,541.0,IAD,ATL,9
469,6,1510,US,353.0,IAD,PIT,0
470,6,1510,CO,1675.0,IAD,DEN,32
471,6,1515,UA,1184.0,IAD,DTW,-4
472,6,1520,CO,182.0,IAD,BOS,-19
473,6,1520,CO,194.0,IAD,MIA,41
474,6,1522,UA,1712.0,IAD,BOS,-13
475,6,1524,UA,1403.0,IAD,MDW,21
476,6,1525,CO,741.0,IAD,DTW,69
477,6,1527,AA,567.0,IAD,DFW,18
478,6,1528,UA,1554.0,IAD,BDL,11
479,6,1530,UA,1294.0,IAD,EWR,-2
480,6,1530,UA,344.0,DEN,IAD,-5
481,6,1532,UA,1402.0,IAD,ROC,-5
482,6,1534,UA,1422.0,IAD,BUF,9
483,6,1535,CO,582.0,DEN,IAD,-12
484,6,1537,DL,1614.0,ATL,IAD,-11
485,6,1550,UA,910.0,IAD,LGA,9
486,6,1551,UA,914.0,RDU,IAD,10
487,6,1551,UA,1224.0,GSO,IAD,-6
488,6,1554,UA,1154.0,CAE,IAD,9
489,6,1557,AA,236.0,ORD,IAD,-7
490,6,1600,DL,1601.0,IAD,ATL,20
491,6,1610,NW,888.0,DTW,IAD,6
492,6,1610,UA,1476.0,MSY,IAD,11
493,6,1612,UA,1145.0,IAD,RSW,9
494,6,1615,NW,467.0,MEM,IAD,-5
495,6,1624,DL,1812.0,SLC,IAD,-10
496,6,1637,TW,674.0,STL,IAD,8
497,6,1647,UA,888.0,ORD,IAD,-10
498,6,1655,UA,671.0,IAD,ORD,18
499,6,1655,DL,1007.0,ATL,IAD,4
500,6,1700,UA,1238.0,TPA,IAD,0
501,6,1700,UA,1404.0,MDW,IAD,-7
502,6,1710,UA,916.0,ORF,IAD,5
503,6,1710,NW,839.0,IAD,DTW,7
504,6,1713,UA,1263.0,MIA,IAD,26
505,6,1715,US,116.0,PIT,IAD,7
506,6,1715,UA,1572.0,FLL,IAD,7
507,6,1715,UA,1405.0,RSW,IAD,2
508,6,1721,AA,622.0,DFW,IAD,-8
509,6,1725,UA,1025.0,BOS,IAD,3
510,6,1725,TW,863.0,IAD,SFO,28
511,6,1730,UA,539.0,BDL,IAD,-1
512,6,1730,CO,165.0,BOS,IAD,-6
513,6,1730,UA,55.0,IAD,LAX,31
514,6,1730,UA,57.0,IAD,SFO,45
515,6,1732,UA,1068.0,IAD,BOS,-9
516,6,1734,UA,914.0,IAD,LGA,-6
517,6,1735,UA,1621.0,BUF,IAD,1
518,6,1735,UA,1441.0,EWR,IAD,-3
519,6,1735,NW,574.0,MSP,IAD,95
520,6,1736,UA,1154.0,IAD,EWR,-8
521,6,1738,UA,1224.0,IAD,BDL,-2
522,6,1740,CO,549.0,ISP,IAD,-2
523,6,1740,UA,1149.0,DTW,IAD,12
524,6,1745,UA,917.0,LGA,IAD,3
525,6,1745,UA,559.0,MCO,IAD,7
526,6,1745,CO,480.0,PBI,IAD,26
527,6,1745,TW,891.0,IAD,LAX,113
528,6,1746,UA,1090.0,JAX,IAD,8
529,6,1750,CO,161.0,TPA,IAD,-13
530,6,1754,UA,1425.0,ROC,IAD,-8
531,6,1755,CO,154.0,MCO,IAD,-9
532,6,1755,DL,1811.0,IAD,SLC,19
533,6,1800,NW,277.0,IAD,MEM,20
534,6,1800,CO,1637.0,IAD,DEN,29
535,6,1800,UA,347.0,IAD,DEN,1
536,6,1805,CO,718.0,DTW,IAD,38
537,6,1810,AA,75.0,IAD,LAX,20
538,6,1815,CO,184.0,JAX,IAD,-3
539,6,1824,EA,946.0,SJU,IAD,229
540,6,1830,CO,254.0,MIA,IAD,12
541,6,1835,US,203.0,IAD,PIT,7
542,6,1851,UA,1575.0,IAD,JFK,8
543,6,1859,AA,33.0,IAD,DFW,-9
544,6,1905,CO,504.0,DEN,IAD,-14
545,6,1910,UA,346.0,DEN,IAD,-5
546,6,1910,DL,1089.0,IAD,ATL,13
547,6,1915,UA,1477.0,EWR,IAD,8
548,6,1915,UA,919.0,LGA,IAD,0
549,6,1928,AA,121.0,IAD,ORD,4
550,6,1930,UA,1559.0,BDL,IAD,1
551,6,1930,UA,1027.0,BOS,IAD,3
552,6,1930,CO,897.0,IAD,LAX,75
553,6,1930,UA,1425.0,IAD,FLL,15
554,6,1932,UA,1441.0,IAD,RDU,17
555,6,1934,UA,539.0,IAD,MCO,18
556,6,1936,UA,917.0,IAD,TPA,8
557,6,1940,UA,1505.0,IAD,RSW,30
558,6,1942,UA,1561.0,IAD,CHS,21
559,6,1945,EA,698.0,ATL,IAD,-5
560,6,1945,CO,190.0,IAD,FLL,11
561,6,1950,CO,549.0,IAD,MCO,-8
562,6,1950,CO,197.0,IAD,TPA,22
563,6,1950,CO,165.0,IAD,PBI,-7
564,6,1951,UA,939.0,IAD,ORD,-1
565,6,1953,UA,710.0,ORD,IAD,11
